Keywords,Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
"career, professional",991691113817,"Accelerated Project Management Program in Corona, CA",Learners Ink,2025-07-22 06:00,"11801 Pierce Street, Riverside, CA, 92505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/accelerated-project-management-program-in-corona-ca-tickets-991691113817,USD 1599.00
"career, professional",998410281027,"Association For Project Management in Torrance, CA",Learners Ink,2025-07-22 06:00,"2790 Skypark Drive, Torrance, CA, 90505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/association-for-project-management-in-torrance-ca-tickets-998410281027,USD 1599.00
"career, professional",965539403347,"PMP Program In-Person Training In Torrance, CA",Learners Ink,2025-07-22 06:00,"2790 Skypark Drive, Torrance, CA, 90505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-program-in-person-training-in-torrance-ca-tickets-965539403347,USD 1599.00
"career, professional",1012638347557,"In-Person Project management professional Training in Downey, CA",Learners Ink,2025-07-22 06:00,"5800 South Eastern Avenue, Commerce, CA, 90040, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/in-person-project-management-professional-training-in-downey-ca-tickets-1012638347557,USD 1599.00
"career, professional",1007488393907,"In-Person 4 Day PMP Training In Irvine, CA",Learners Ink,2025-07-22 06:00,"530 Technology Drive, Irvine, CA, 92618, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/in-person-4-day-pmp-training-in-irvine-ca-tickets-1007488393907,USD 1599.00
"career, professional",967517670397,"4  Day Project Management  Classroom Training In Riverside, CA",Learners Ink,2025-07-22 06:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-classroom-training-in-riverside-ca-tickets-967517670397,USD 1599.00
"career, professional",1363503007199,Dual Lean Six Sigma Green & Black Exam Prep In-Person Course in San Diego,"Certification Planner, LLC ""Your Learning Club""",2025-07-22 06:00,"501 W Broadway Suite 800, San Diego, CA, 92101, US",Dual Lean Six Sigma Green & Black Belt 4 days in-person guaranteed training with 100% pass guarantee & Exam Voucher in over 120 cities.,https://www.eventbrite.com/e/dual-lean-six-sigma-green-black-exam-prep-in-person-course-in-san-diego-tickets-1363503007199,USD 1999.00
"career, professional",965959048517,"4  Day Project Management  Classroom Training In Irvine, CA",Learners Ink,2025-07-22 06:00,"530 Technology Drive, Irvine, CA, 92618, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-classroom-training-in-irvine-ca-tickets-965959048517,USD 1599.00
"career, professional",980021489657,"PMP Examination Certification Classroom Training in Riverside, CA",Learners Ink,2025-07-22 06:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-examination-certification-classroom-training-in-riverside-ca-tickets-980021489657,USD 1599.00
"career, professional",973731857197,"4 Day PMP Live Instructor Led  Training In Rancho Cucamonga, CA",Learners Ink,2025-07-22 06:00,"3281 East Guasti Road, Ontario, CA, 91761, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-live-instructor-led-training-in-rancho-cucamonga-ca-tickets-973731857197,USD 1599.00
"career, professional",1007377231417,"In-Person PMP Training In Downey, CA",Learners Ink,2025-07-22 06:00,"5800 South Eastern Avenue, Commerce, CA, 90040, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/in-person-pmp-training-in-downey-ca-tickets-1007377231417,USD 1599.00
"career, professional",960871611857,"4 Day Project Management  In-Person Training In Torrance, CA",Learners Ink,2025-07-22 06:00,"2790 Skypark Drive, Torrance, CA, 90505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-in-person-training-in-torrance-ca-tickets-960871611857,USD 1599.00
"career, professional",996881598697,"Association For Project Management in Downey, CA",Learners Ink,2025-07-22 06:00,"5800 South Eastern Avenue, Commerce, CA, 90040, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/association-for-project-management-in-downey-ca-tickets-996881598697,USD 1599.00
"career, professional",1002838305367,"PMP Classroom Training Process Flow In Downey, CA",Learners Ink,2025-07-22 06:00,"5800 South Eastern Avenue, Commerce, CA, 90040, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-classroom-training-process-flow-in-downey-ca-tickets-1002838305367,USD 1599.00
"career, professional",1010265951657,"In-Person PMP Training In Santa Ana, CA",Learners Ink,2025-07-22 06:00,"1100 Town and Country Road, Orange, CA, 92868, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/in-person-pmp-training-in-santa-ana-ca-tickets-1010265951657,USD 1599.00
"career, professional",1363502947019,Dual Lean Six Sigma Green & Black Exam Prep In-Person CourseinOrange County,"Certification Planner, LLC ""Your Learning Club""",2025-07-22 06:00,"333 City Blvd W 3rd & 17th Floor, Orange County, CA, 92868, US",Dual Lean Six Sigma Green & Black Belt 4 days in-person guaranteed training with 100% pass guarantee & Exam Voucher in over 120 cities.,https://www.eventbrite.com/e/dual-lean-six-sigma-green-black-exam-prep-in-person-courseinorange-county-tickets-1363502947019,USD 1999.00
"career, professional",959468294497,"4 Day Project Management  In-Person Training In Rancho Cucamonga, CA",Learners Ink,2025-07-22 06:00,"3281 East Guasti Road, Ontario, CA, 91761, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-in-person-training-in-rancho-cucamonga-ca-tickets-959468294497,USD 1599.00
"career, professional",996862270887,"Association For Project Management in Corona, CA",Learners Ink,2025-07-22 06:00,"11801 Pierce Street, Riverside, CA, 92505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/association-for-project-management-in-corona-ca-tickets-996862270887,USD 1599.00
"career, professional",1002826871167,"PMP Classroom Training Process Flow In Corona, CA",Learners Ink,2025-07-22 06:00,"11801 Pierce Street, Riverside, CA, 92505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-classroom-training-process-flow-in-corona-ca-tickets-1002826871167,USD 1599.00
"career, professional",1363491934079,"Dual Lean Six Sigma Green & Black Exam Prep In-Person Course in Irvine,CA","Certification Planner, LLC ""Your Learning Club""",2025-07-22 06:00,"300 Spectrum Center Dr Suite 400, Irvine, CA, 92614, US",Dual Lean Six Sigma Green & Black Belt 4 days in-person guaranteed training with 100% pass guarantee & Exam Voucher in over 120 cities.,https://www.eventbrite.com/e/dual-lean-six-sigma-green-black-exam-prep-in-person-course-in-irvineca-tickets-1363491934079,USD 1999.00
"career, professional",1363502776509,Dual Lean Six Sigma Green & Black Exam Prep In-Person Course in Los Angeles,"Certification Planner, LLC ""Your Learning Club""",2025-07-22 06:00,"445 S Figueroa St Suites 3100, Los Angeles, CA, 90071, US",Dual Lean Six Sigma Green & Black Belt 4 days in-person guaranteed training with 100% pass guarantee & Exam Voucher in over 120 cities.,https://www.eventbrite.com/e/dual-lean-six-sigma-green-black-exam-prep-in-person-course-in-los-angeles-tickets-1363502776509,USD 1999.00
"career, professional",949560770827,"PMP Certification Training in Corona, CA",Learners Ink,2025-07-22 06:00,"11801 Pierce Street, Riverside, CA, 92505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-certification-training-in-corona-ca-tickets-949560770827,USD 1599.00
"career, professional",981177376947,"PMP Examination Certification Classroom Training in Torrance, CA",Learners Ink,2025-07-22 06:00,"2790 Skypark Drive, Torrance, CA, 90505, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-examination-certification-classroom-training-in-torrance-ca-tickets-981177376947,USD 1599.00
"career, professional",957269909067,"4 Day Project Management  In-Person Training In Long Beach, CA",Learners Ink,2025-07-22 07:00,"145 West Broadway, Long Beach, CA, 90802, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-in-person-training-in-long-beach-ca-tickets-957269909067,USD 1599.00
"career, professional",976041204517,"4 Day PMP Examination Certification Training Course In Fullerton, CA",Learners Ink,2025-07-22 07:00,"135 South State College Boulevard, Brea, CA, 92821, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-examination-certification-training-course-in-fullerton-ca-tickets-976041204517,USD 1599.00
"career, professional",1009171718777,"In-Person PMP Training In Long Beach, CA",Learners Ink,2025-07-22 07:00,"145 West Broadway, Long Beach, CA, 90802, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/in-person-pmp-training-in-long-beach-ca-tickets-1009171718777,USD 1599.00
"career, professional",951272952007,"PMP Certification Program In-Person Training In Moreno Valley, CA",Learners Ink,2025-07-22 07:00,"22550 Town Circle, Moreno Valley, CA, 92553, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-certification-program-in-person-training-in-moreno-valley-ca-tickets-951272952007,USD 1599.00
"career, professional",1000610752697,"PMP Workflow Training in Oxnard, CA",Learners Ink,2025-07-22 07:00,"300 East Esplanade Drive, Oxnard, CA, 93036, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/pmp-workflow-training-in-oxnard-ca-tickets-1000610752697,USD 1599.00
"career, professional",1004294751637,"4 Day PMP Training Process Flow In Bakersfield, CA",Learners Ink,2025-07-22 07:00,"4900 California Avenue, Bakersfield, CA, 93309, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-pmp-training-process-flow-in-bakersfield-ca-tickets-1004294751637,USD 1599.00
"career, professional",956901637557,"4 Day Project Management Professional In-Person Training In Bakersfield, CA",Learners Ink,2025-07-22 07:00,"4900 California Avenue, Bakersfield, CA, 93309, US","Professionals undergoing the PMP course gain insights into project governance, including ethical considerations, compliance, and regulatory.",https://www.eventbrite.com/e/4-day-project-management-professional-in-person-training-in-bakersfield-ca-tickets-956901637557,USD 1599.00
